Title line:"" 
79,	0511 0101 0303 0303 0101 0808 0404 1318 0202 0101 0207 0202 0507
80,	0000 0104 0203 0303 0104 0707 0404 0909 0202 0101 0606 0202 0707
81,	0606 0101 0303 0303 0000 0707 0404 1318 0202 0101 0206 0202 0707
82,	0506 0104 0203 0303 0101 0710 0404 1013 0202 0101 0206 0202 0505
83,	0606 0101 0303 0303 0101 1010 0404 0613 0202 0101 0206 0202 0707
84,	0506 0104 0303 0303 0101 1010 0404 1313 0202 0101 0207 0202 0505
85,	0606 0104 0303 0203 0101 0710 0404 1818 0202 0101 0000 0202 0000
86,	0506 0404 0303 0303 0104 0808 0404 1013 0202 0101 0607 0202 0707
87,	0606 0404 0303 0303 0101 0810 0404 1013 0202 0101 0207 0202 0707
88,	0606 0000 0303 0303 0101 0810 0404 1318 0202 0101 0000 0202 0000
89,	0606 0404 0303 0303 0000 0810 0404 1313 0202 0101 0607 0202 0507
90,	0606 0404 0303 0303 0000 0810 0404 0909 0202 0101 0000 0202 0000
91,	0506 0104 0303 0303 0000 1010 0404 1318 0202 0101 0207 0202 0505
92,	0606 0104 0203 0303 0000 1010 0404 0509 0202 0101 0606 0202 0505
Pop	
93,	0202 0101 0303 0103 0606 0206 0202 0105 0101 0101 0207 0202 0505
94,	0206 0101 0303 0000 0206 0204 0206 0105 0102 0101 0103 0202 0105
95,	0206 0101 0303 0101 0606 0406 0204 0105 0101 0101 0102 0202 0105
96,	0205 0101 0303 0103 0206 0204 0206 0105 0202 0101 0105 0202 0105
97,	0204 0101 0303 0101 0606 0406 0204 0101 0101 0101 0102 0202 0105
98,	0205 0101 0303 0101 0202 0408 0204 0505 0000 0101 0106 0202 0105
99,	0000 0000 0303 0101 0606 0406 0204 0101 0101 0000 0000 0000 0000
100,	0000 0101 0000 0000 0206 0000 0204 0105 0000 0101 0105 0000 0000
101,	0206 0101 0303 0103 0206 0204 0206 0000 0202 0101 0105 0202 0105
102,	0205 0101 0000 0101 0000 0406 0204 0101 0101 0101 0103 0202 0105
Pop	
103,	0606 0204 0303 0303 0202 0606 0104 0206 0202 0101 0205 0101 0508
104,	0606 0204 0303 0303 0202 0606 0104 0206 0202 0101 0205 0202 0508
Pop	
105,	0711 0101 0103 0000 0104 0101 0404 0404 0202 0101 0202 0202 0607
